Country Code;Country Label;City;Location;Coordinates;Pollutant;Value;Unit;Last Updated;Source Name
;;;;39.80834,-83.88711;;19.2;;2019-01-04T15:00:00Z;
;;;;43.6175,25.3499;;33.56;;2026-01-19T09:13:00Z;
;;;;40.20636833688903,29.187932849552883;;18.053;;2022-12-18T12:00:00Z;
;;;;40.437622,-79.979849;;19.0444788336842;;2022-02-09T00:00:00Z;
;;;;38.51670000000001,102.1692;;6.0;;2021-08-09T11:00:00Z;
;;;;46.921,-116.89625;;3.9;;2025-11-13T22:00:00Z;
;;;;41.5280575,-122.3644245;;16.0;;2019-11-26T17:00:00Z;
;;;;49.73244857793753,13.402280807865045;;12.3;;2025-12-08T14:00:00Z;
;;;;41.013611,29.162222;;86.6;;2023-09-23T12:00:00Z;
;;;;41.251123,29.038281;;0.4;;2023-09-23T12:00:00Z;
;;;;30.6243,117.5038;;52.0;;2021-08-09T11:00:00Z;
;;;;47.803421,-104.485619;;4.3;;2017-04-28T18:00:00Z;
;;;;47.839999999465924,16.528059999999996;;6.07340002;;2024-03-04T10:00:00Z;
;;;;41.057672,28.945682;;10.0;;2023-09-23T12:00:00Z;
;;;;40.987368,28.72999;;6.6;;2023-09-23T12:00:00Z;
;;;;44.01420000000001,87.3095;;5.0;;2021-08-09T11:00:00Z;
;;;;41.087733,28.982773;;11.0;;2023-09-23T12:00:00Z;
;;;;42.5047,-87.8111;;4.6;;2026-01-19T08:00:00Z;
;;;;33.5694,-112.1915;;8.5;;2026-01-19T08:00:00Z;
;;;;;;26.0;;2023-04-02T21:20:06Z;
;;;;;;6.0;;2021-09-30T23:14:13Z;
;;;;41.181944,27.816944;;11.761;;2023-04-27T08:00:00Z;
;;;;;;25.0;;2022-12-03T14:41:02Z;
;;;;-37.6552277,144.941116;;2.23;;2021-05-10T16:00:00Z;
;;;;41.038333,28.888056;;23.2;;2023-09-23T12:00:00Z;
;;;;41.206735239266635,28.74511221839625;;21.1;;2023-09-23T12:00:00Z;
;;;;43.728017,20.693602;;61.459166666667;;2025-12-02T06:00:00Z;
;;;;41.014722,28.954721999999997;;27.3;;2023-09-23T12:00:00Z;
;;;;47.808226,-117.34327;;6.0;;2026-01-19T08:00:00Z;
;;;;52.08227700020784,21.124598000246092;;32.7;;2026-01-19T06:00:00Z;
;;;;39.9726,116.08799999999998;;16.0;;2021-08-09T11:00:00Z;
;;;;32.5214,-84.9436;;4.9;;2024-10-01T15:00:00Z;
;;;;29.162942,-98.589126;;7.0;;2026-01-18T12:00:00Z;
;;;;41.015278,29.024999999999995;;12.5;;2023-09-23T12:00:00Z;
;;;;41.031781790808964,28.842847815273256;;14.0;;2023-09-23T12:00:00Z;
;;;;40.89,29.2075;;16.0;;2023-09-23T12:00:00Z;
;;;;40.843497848544786,29.302107900485982;;15.0;;2023-09-23T12:00:00Z;
;;;;36.99190371532923,35.326057728836055;;29.65;;2023-10-11T10:00:00Z;
;;;;41.8391,123.7086;;16.0;;2021-08-09T11:00:00Z;
;;;;32.4287,105.8628;;8.0;;2021-08-09T11:00:00Z;
;;;;41.753800000000005,86.1472;;25.0;;2021-08-09T11:00:00Z;
;;;;42.974461,-81.200858;;8.0;;2026-01-19T08:00:00Z;
;;;;31.479700000000005,92.05060000000002;;10.0;;2021-08-09T11:00:00Z;
;;;;34.8416,-118.8647;;1.0;;2026-01-19T08:00:00Z;
;;;;39.8134,-120.4707;;66.3;;2026-01-19T08:00:00Z;
;;;;43.48055554946381,-8.24138888;;9.0;;2024-01-29T19:00:00Z;
;;;;51.555387,-0.116092;;4.59;;2020-12-01T00:00:00Z;
;;;;20.388888888889,-99.972147222222;;10.85;;2026-01-19T08:00:00Z;
;;;;28.380160000204015,-16.368329999674238;;4.0;;2026-01-09T02:00:00Z;
;;;;41.1694,80.29200000000002;;13.0;;2021-08-09T11:00:00Z;
;;;;43.72559999999999,126.67719999999998;;19.0;;2020-12-31T16:00:00Z;
;;;;39.565601,-77.721901;;8.0;;2026-01-19T08:00:00Z;
;;;;25.8481,114.9461;;14.0;;2021-08-09T11:00:00Z;
;;;;47.140499,-122.299202;;0.5;;2020-11-24T18:00:00Z;
;;;;30.627409,-96.362842;;4.0;;2026-01-18T12:00:00Z;
;;;;51.05624999937828,-2.6834500002765918;;8.0;;2026-01-19T08:00:00Z;
;;;;29.170799,-82.1008;;7.0;;2026-01-19T08:00:00Z;
;;;;40.571259,-105.079765;;2.2;;2026-01-19T08:00:00Z;
;;;;47.43110000000001,128.5159;;4.0;;2021-08-09T11:00:00Z;
;;;;27.2317,111.4733;;46.0;;2021-07-19T21:00:00Z;
;;;;48.9308357194684,21.9136219;;23.327;;2024-01-29T19:00:00Z;
;;;;30.8064,106.056;;7.0;;2021-08-09T11:00:00Z;
;;;;31.050700000000003,121.7965;;23.0;;2021-08-09T11:00:00Z;
;;;;41.7173,86.2357;;14.0;;2021-08-09T11:00:00Z;
;;;;35.4079055,-120.546649;;4.0;;2020-03-19T14:00:00Z;
;;;;31.920000000000005,120.302;;40.0;;2021-08-09T11:00:00Z;
;;;;39.0242,-95.71139999999998;;4.5;;2026-01-19T08:00:00Z;
;;;;40.4783,-79.970377;;16.9488480951616;;2022-02-09T00:00:00Z;
;;;;40.0583,117.4067;;14.0;;2021-08-09T11:00:00Z;
;;;;51.550067,-0.117987;;4.98;;2020-12-01T00:00:00Z;
;;;;-33.913833,18.425167;;17.609;;2024-02-02T12:00:00Z;
;;;;13.695561,100.647615;;39.5;;2026-01-19T09:00:00Z;
;;;;21.8947,111.9765;;8.0;;2021-08-09T11:00:00Z;
;;;;38.498056,27.067778;;0.012;;2023-06-22T06:00:00Z;
;;;;44.624399,-123.940064;;1.9;;2026-01-19T08:00:00Z;
;;;;37.49128100000001,126.72418900000001;;84.0;;2024-04-23T00:00:00Z;
;;;;36.420285,129.3637254;;28.0;;2026-01-19T08:00:00Z;
;;;;36.344444,127.437222;;14.0;;2026-01-19T08:00:00Z;
;;;;37.13235600000001,126.92018600000002;;30.0;;2024-04-12T22:00:00Z;
;;;;37.138467,127.54645000000001;;9999.0;;2026-01-19T08:00:00Z;
;;;;37.4112,127.25790000000002;;25.0;;2024-07-11T16:00:00Z;
;;;;35.56964,129.22602000000003;;33.0;;2026-01-19T08:00:00Z;
;;;;38.8386,-94.7464;;3.5;;2026-01-19T08:00:00Z;
;;;;35.493249999999996,129.305696;;16.0;;2026-01-19T08:00:00Z;
;;;;37.141026399999994,127.1960051;;20.0;;2026-01-19T08:00:00Z;
;;;;35.6473136,127.52117750000001;;25.0;;2026-01-19T08:00:00Z;
;;;;36.10605,128.41869999999997;;9999.0;;2026-01-19T08:00:00Z;
;;;;42.31411,-122.87923;;0.8;;2018-03-09T20:00:00Z;
;;;;35.22933,126.86186;;12.0;;2026-01-19T08:00:00Z;
;;;;37.58016700000001,127.044856;;25.0;;2026-01-19T08:00:00Z;
;;;;36.363249,129.389769;;9999.0;;2026-01-19T08:00:00Z;
;;;;35.88027399999999,128.562491;;27.0;;2026-01-19T08:00:00Z;
;;;;37.49659,126.487769;;8.0;;2026-01-19T08:00:00Z;
;;;;35.129493,129.086128;;26.0;;2026-01-19T08:00:00Z;
;;;;37.524793499999994,129.1140452;;20.0;;2026-01-19T08:00:00Z;
;;;;37.0,128.1675;;34.0;;2026-01-19T08:00:00Z;
;;;;35.9546,126.9414;;14.0;;2026-01-19T08:00:00Z;
;;;;36.839,126.46087;;5.0;;2026-01-19T08:00:00Z;
;;;;34.84,126.7;;14.0;;2026-01-19T08:00:00Z;
;;;;36.304667,127.366717;;17.0;;2026-01-19T08:00:00Z;
;;;;37.4800328,126.7999056;;6.0;;2026-01-19T08:00:00Z;
;;;;35.074896,128.834169;;9999.0;;2026-01-19T08:00:00Z;
;;;;37.619335,126.71674800000001;;10.0;;2026-01-19T08:00:00Z;
;;;;36.883421,127.20737099999998;;21.0;;2026-01-19T08:00:00Z;
;;;;-25.97884,28.942852;;0.486;;2024-03-08T06:00:00Z;
;;;;43.46611000000001,-88.621109;;4.7;;2026-01-19T08:00:00Z;
;;;;36.6324,-120.3822;;4.0;;2026-01-19T08:00:00Z;
;;;;34.974543611,128.32436980500003;;24.0;;2026-01-19T08:00:00Z;
;;;;35.183108,128.560665;;17.0;;2026-01-19T08:00:00Z;
;;;;36.3682,127.31849999999999;;20.0;;2026-01-19T08:00:00Z;
;;;;50.97746200017343,11.326070000099067;;10.7412624;;2026-01-19T05:00:00Z;
;;;;36.353251,126.589768;;6.0;;2026-01-19T08:00:00Z;
;;;;36.592906,127.292253;;10.0;;2026-01-19T08:00:00Z;
;;;;37.32953800000001,127.242271;;17.0;;2026-01-19T08:00:00Z;
;;;;37.526339,126.896256;;11.0;;2026-01-19T08:00:00Z;
;;;;37.277800000000006,127.0306;;15.0;;2026-01-19T08:00:00Z;
;;;;37.382084,126.65466300000001;;10.0;;2026-01-19T08:00:00Z;
;;;;37.657822,127.300702;;10.0;;2026-01-19T08:00:00Z;
;;;;37.08156400000001,127.060117;;11.0;;2026-01-19T08:00:00Z;
;;;;33.460229,126.91007;;23.0;;2026-01-19T08:00:00Z;
;;;;35.94904,126.58341;;9.0;;2026-01-19T08:00:00Z;
;;;;35.116866,-87.419726;;11.6;;2024-06-13T20:00:00Z;
;;;;-37.463035064801,-72.324575155457;;38.0;;2026-01-19T06:00:00Z;
;;;;31.5031,120.242;;25.0;;2021-08-09T11:00:00Z;
;;;;36.479917,127.292417;;8.0;;2026-01-19T08:00:00Z;
;;;;35.6782,127.920092;;32.0;;2026-01-19T08:00:00Z;
;;;;38.224433,127.95858299999999;;22.0;;2026-01-19T08:00:00Z;
;;;;36.814170999999995,127.152144;;16.0;;2026-01-19T08:00:00Z;
;;;;38.247827,127.79066;;22.0;;2026-01-19T08:00:00Z;
;;;;37.404167,126.72611099999999;;12.0;;2026-01-19T08:00:00Z;
;;;;35.2834576,127.2896401;;18.0;;2026-01-19T08:00:00Z;
;;;;37.53403500000001,127.13917200000002;;17.0;;2026-01-19T08:00:00Z;
;;;;37.972199999999994,-122.51890000000002;;10.0;;2026-01-19T08:00:00Z;
;;;;36.10973430000001,126.9915668;;23.0;;2024-04-12T22:00:00Z;
;;;;25.551222222222002,-103.50252777777999;;30.393;;2025-03-14T21:00:00Z;
;;;;35.0113888889,127.58111111109999;;19.0;;2026-01-19T08:00:00Z;
;;;;35.923033,128.550652;;36.0;;2026-01-19T08:00:00Z;
;;;;-35.34331,143.5341;;1.0;;2026-01-19T08:00:00Z;
;;;;38.013429,127.034161;;20.0;;2026-01-19T08:00:00Z;
;;;;35.227745,128.901042;;18.0;;2026-01-19T08:00:00Z;
;;;;34.88597099999999,127.50902999999998;;9.0;;2026-01-19T08:00:00Z;
;;;;36.107179,127.490685;;18.0;;2024-06-17T21:00:00Z;
;;;;34.076677,125.09227599999998;;18.0;;2026-01-19T08:00:00Z;
;;;;37.2837,127.44100000000002;;13.0;;2026-01-19T08:00:00Z;
;;;;35.157731000000005,129.14379400000004;;7.0;;2025-07-30T00:00:00Z;
;;;;35.798146,127.095423;;11.0;;2026-01-19T08:00:00Z;
;;;;36.401526999999994,126.487455;;9.0;;2026-01-19T08:00:00Z;
;;;;31.371,119.794;;34.0;;2021-08-09T11:00:00Z;
;;;;37.792390000000005,126.987168;;13.0;;2026-01-19T08:00:00Z;
;;;;35.077711,128.784773;;9999.0;;2026-01-19T08:00:00Z;
;;;;17.896122,102.64;;77.0;;2025-03-04T12:00:00Z;
;;;;37.564639,126.975961;;9999.0;;2026-01-19T08:00:00Z;
;;;;38.3108,-122.295;;7.0;;2018-05-14T19:00:00Z;
;;;;37.298663,127.628936;;19.0;;2026-01-19T08:00:00Z;
;;;;36.828034,127.104606;;10.0;;2024-07-11T16:00:00Z;
;;;;37.36615,127.22856;;16.0;;2026-01-19T08:00:00Z;
;;;;37.65292399999999,127.11586;;9.0;;2026-01-19T08:00:00Z;
;;;;35.7268791,128.2823425;;27.0;;2026-01-19T08:00:00Z;
;;;;52.463040000051045,4.60177600031704;;33.6;;2026-01-19T06:00:00Z;
;;;;35.87573700000001,128.812259;;31.0;;2026-01-19T08:00:00Z;
;;;;37.4339,127.12930000000001;;9.0;;2026-01-19T08:00:00Z;
;;;;35.151625,126.85329199999998;;18.0;;2024-04-11T16:00:00Z;
;;;;36.98590000000001,126.93139999999998;;11.0;;2026-01-19T08:00:00Z;
;;;;41.08444000010625,14.344720000250744;;4.6;;2026-01-18T10:00:00Z;
;;;;35.1552633,129.0225679;;31.0;;2026-01-19T08:00:00Z;
;;;;35.825174,128.743217;;36.0;;2026-01-19T08:00:00Z;
;;;;37.545556,126.675833;;11.0;;2026-01-19T08:00:00Z;
;;;;37.3715,127.5845;;21.0;;2026-01-19T08:00:00Z;
;;;;32.77269999999999,116.83050000000001;;22.0;;2021-08-09T11:00:00Z;
;;;;58.96421999989496,5.727859999684153;;2.294583;;2026-01-19T06:00:00Z;
;;;;36.90523100000001,127.964141;;28.0;;2026-01-19T08:00:00Z;
;;;;31.8794,-110.9964;;1.0;;2026-01-19T08:00:00Z;
;;;;37.906227,126.73108;;9.0;;2024-07-11T16:00:00Z;
;;;;35.11497,128.48581;;41.0;;2026-01-19T08:00:00Z;
;;;;44.5884,-123.2673;;6.1;;2022-07-26T01:00:00Z;
;;;;36.182100000013925,-5.411410000236899;;4.16;;2026-01-19T05:00:00Z;
;;;;37.566459,126.59512199999999;;9999.0;;2024-07-11T16:00:00Z;
;;;;34.757839999999995,126.452808;;17.0;;2026-01-19T08:00:00Z;
;;;;36.82066,128.61209;;38.0;;2026-01-19T08:00:00Z;
;;;;37.275324,127.113744;;12.0;;2026-01-19T08:00:00Z;
;;;;37.012575,126.426621;;9.0;;2026-01-19T08:00:00Z;
;;;;36.576821,128.472886;;25.0;;2026-01-19T08:00:00Z;
;;;;37.7481,127.106;;14.0;;2026-01-19T08:00:00Z;
;;;;38.380754200000005,128.4635415;;14.0;;2026-01-19T08:00:00Z;
;;;;22.5311,113.0219;;15.0;;2021-08-09T11:00:00Z;
;;;;37.384904,126.931247;;14.0;;2024-07-11T14:00:00Z;
;;;;34.907364,127.665394;;35.0;;2026-01-19T08:00:00Z;
;;;;34.978355,127.75800400000001;;24.0;;2026-01-19T08:00:00Z;
;;;;37.503530000000005,126.64794000000002;;9.0;;2026-01-19T08:00:00Z;
;;;;34.941868,127.757069;;6.0;;2026-01-19T08:00:00Z;
;;;;35.2258303611,128.50325827000003;;9999.0;;2026-01-19T08:00:00Z;
;;;;37.280224,127.11514;;17.0;;2026-01-19T08:00:00Z;
;;;;52.368728756,-2.721801437;;0.0;;2023-12-09T17:03:08Z;
;;;;37.04850720000001,129.065288;;21.0;;2026-01-19T08:00:00Z;
;;;;36.286987,127.23791900000002;;21.0;;2026-01-19T08:00:00Z;
;;;;19.060655,-155.579159;;3.0;;2026-01-19T08:00:00Z;
;;;;37.60666700000001,127.02726400000002;;19.0;;2024-07-11T14:00:00Z;
;;;;35.81672600000001,128.528732;;32.0;;2026-01-19T08:00:00Z;
;;;;37.36049400000001,128.12555;;19.0;;2026-01-19T08:00:00Z;
;;;;36.0300245,129.3748446;;31.0;;2026-01-19T08:00:00Z;
;;;;37.449722,126.72416699999998;;8.0;;2026-01-19T08:00:00Z;
;;;;36.37277799999999,127.417222;;24.0;;2026-01-19T08:00:00Z;
;;;;37.4939,126.7701;;4.0;;2026-01-19T08:00:00Z;
;;;;33.51733013,126.57045614000002;;18.0;;2026-01-19T08:00:00Z;
;;;;35.515708,129.38451800000004;;32.0;;2026-01-19T08:00:00Z;
;;;;35.497129,129.338806;;25.0;;2026-01-19T08:00:00Z;
;;;;34.71005,128.58745;;13.0;;2026-01-19T08:00:00Z;
;;;;37.3801,126.80410000000002;;6.0;;2026-01-19T08:00:00Z;
;;;;36.305084,127.570789;;28.0;;2026-01-19T08:00:00Z;
;;;;37.1591,127.07709999999999;;11.0;;2026-01-19T08:00:00Z;
;;;;37.50560000000001,126.759;;13.0;;2024-07-11T16:00:00Z;
;;;;38.28531900000001,128.390769;;9999.0;;2026-01-19T08:00:00Z;
;;;;35.099849,129.030344;;30.0;;2026-01-19T08:00:00Z;
;;;;37.0746,127.4244;;26.0;;2026-01-19T08:00:00Z;
;;;;36.923449,127.75545;;23.0;;2026-01-19T08:00:00Z;
;;;;35.114404,129.017251;;32.0;;2026-01-19T08:00:00Z;
;;;;38.290859000000005,127.179801;;16.0;;2026-01-19T08:00:00Z;
;;;;57.39361199979441,11.91417999982569;;5.1;;2024-03-11T12:00:00Z;
;;;;35.230188,129.120586;;23.0;;2026-01-19T08:00:00Z;
;;;;34.965927,127.794191;;24.0;;2026-01-19T08:00:00Z;
;;;;35.5211721,127.7244433;;26.0;;2026-01-19T08:00:00Z;
;;;;37.6251,126.84230000000001;;7.0;;2026-01-19T08:00:00Z;
;;;;35.17430000000001,126.9325;;11.0;;2026-01-19T08:00:00Z;
;;;;36.688131,126.739314;;12.0;;2026-01-19T08:00:00Z;
;;;;31.4753,120.31420000000001;;37.0;;2021-08-09T11:00:00Z;
;;;;-25.835814,25.614534;;5.946;;2024-03-12T10:00:00Z;
;;;;34.6446579,126.7711918;;11.0;;2026-01-19T08:00:00Z;
;;;;37.956916,-119.120979;;11.0;;2017-11-18T03:00:00Z;
;;;;37.48824200000001,126.92708900000001;;9999.0;;2025-04-01T08:00:00Z;
;;;;34.950357,127.48718899999999;;27.0;;2026-01-19T08:00:00Z;
;;;;36.323889,127.418333;;26.0;;2026-01-19T08:00:00Z;
;;;;36.3364108,127.3349525;;17.0;;2026-01-19T08:00:00Z;
;;;;50.3642500001959,3.52272999998034;;25.7;;2026-01-19T05:00:00Z;
;;;;34.766301,127.657507;;23.0;;2026-01-19T08:00:00Z;
;;;;36.018833,129.365867;;28.0;;2026-01-19T08:00:00Z;
;;;;37.676245,127.494701;;9.0;;2026-01-19T08:00:00Z;
;;;;34.863611,128.690278;;32.0;;2026-01-19T08:00:00Z;
;;;;35.544442,129.331878;;36.0;;2026-01-19T08:00:00Z;
;;;;37.545089,127.13680599999999;;14.0;;2026-01-19T08:00:00Z;
;;;;37.44116400000001,126.706817;;12.0;;2026-01-19T08:00:00Z;
;;;;36.42928899999999,129.05617800000002;;32.0;;2026-01-19T08:00:00Z;
;;;;-36.461054075054,-71.971435546875;;44.0;;2024-04-23T15:00:00Z;
;;;;37.7151,126.5526;;10.0;;2026-01-19T08:00:00Z;
;;;;36.354444,127.383056;;35.0;;2026-01-19T08:00:00Z;
;;;;37.1633559,127.3747489;;22.0;;2026-01-19T08:00:00Z;
;;;;35.066944,127.751389;;27.0;;2026-01-19T08:00:00Z;
;;;;35.180609,128.12178100000003;;29.0;;2026-01-19T08:00:00Z;
;;;;37.48820899999999,130.9040474;;4.0;;2026-01-19T08:00:00Z;
;;;;43.0483333294643,-2.19111111;;27.0;;2024-01-15T12:00:00Z;
;;;;37.246927,127.056315;;16.0;;2026-01-19T08:00:00Z;
;;;;34.82476400000001,127.73161500000002;;22.0;;2026-01-19T08:00:00Z;
;;;;24.432132999999997,118.312256;;26.0;;2026-01-19T09:00:00Z;
;;;;40.7955,-111.93089999999998;;17.6;;2026-01-19T06:00:00Z;
;;;;35.832255,128.583743;;27.0;;2026-01-19T08:00:00Z;
;;;;37.532057,127.002371;;7.0;;2026-01-19T08:00:00Z;
;;;;36.824238,126.25722;;1.0;;2026-01-19T08:00:00Z;
;;;;33.246244,126.56506;;18.0;;2026-01-02T05:00:00Z;
;;;;34.2775,-118.6847;;24.0;;2020-06-10T21:00:00Z;
;;;;35.245937,128.75029500000002;;20.0;;2026-01-19T08:00:00Z;
;;;;40.85278,14.25139;;11.6;;2024-01-29T17:00:00Z;
;;;;37.452386,126.90833299999998;;11.0;;2026-01-19T08:00:00Z;
;;;;37.37382300000001,126.73289;;6.0;;2026-01-19T08:00:00Z;
;;;;34.91826562,128.08430936;;31.0;;2026-01-19T08:00:00Z;
;;;;36.730926000000004,127.804682;;21.0;;2026-01-19T08:00:00Z;
;;;;35.14583,126.92333;;10.0;;2026-01-19T08:00:00Z;
;;;;37.409493,126.678309;;21.0;;2024-04-12T22:00:00Z;
;;;;37.332,126.86109999999998;;22.0;;2026-01-19T08:00:00Z;
;;;;35.5452909,128.4883674;;25.0;;2026-01-19T08:00:00Z;
;;;;37.3536806,126.9449892;;6.0;;2024-09-14T03:00:00Z;
;;;;37.3468,126.7401;;30.0;;2024-07-11T16:00:00Z;
;;;;34.1553475,-118.1031319;;0.7776666641235351;;2026-01-19T09:00:00Z;
;;;;37.455474,126.692888;;11.0;;2026-01-19T08:00:00Z;
;;;;36.759735,126.732312;;24.0;;2024-04-12T22:00:00Z;
;;;;35.063038,129.080909;;24.0;;2026-01-19T08:00:00Z;
;;;;36.114033,128.335603;;38.0;;2026-01-19T08:00:00Z;
;;;;37.23304100000001,126.149272;;7.0;;2026-01-19T08:00:00Z;
;;;;41.266192,-77.230933;;8.6;;2026-01-19T08:00:00Z;
;;;;37.609158,127.163109;;14.0;;2026-01-19T08:00:00Z;
;;;;36.125022,127.096762;;8.0;;2026-01-19T08:00:00Z;
;;;;38.1466058,127.3124628;;13.0;;2026-01-19T08:00:00Z;
;;;;50.6408018273658,3.07477152078998;;17.1;;2024-01-12T10:00:00Z;
;;;;34.80593,126.391767;;8.0;;2026-01-19T08:00:00Z;
;;;;35.30324100000001,126.785419;;10.0;;2026-01-19T08:00:00Z;
;;;;35.202363999999996,128.807221;;18.0;;2026-01-19T08:00:00Z;
;;;;37.448806,127.00232900000002;;14.0;;2026-01-19T08:00:00Z;
;;;;33.539831,126.64412;;16.0;;2026-01-19T08:00:00Z;
;;;;47.22249999996339,-1.537500000047987;;14.1;;2025-12-09T23:00:00Z;
;;;;37.6104714,126.9335038;;9999.0;;2026-01-19T08:00:00Z;
;;;;36.66707,129.11228000000003;;9999.0;;2026-01-19T08:00:00Z;
;;;;35.0866322,128.86390000000003;;22.0;;2026-01-19T08:00:00Z;
;;;;35.83433,128.541083;;30.0;;2026-01-19T08:00:00Z;
;;;;37.539109,127.214608;;17.0;;2026-01-19T08:00:00Z;
;;;;33.292471,126.162165;;9999.0;;2026-01-19T08:00:00Z;
;;;;37.1146,127.6297;;17.0;;2026-01-19T08:00:00Z;
;;;;37.350901,127.35236299999998;;18.0;;2026-01-19T08:00:00Z;
;;;;34.980817,127.583116;;26.0;;2026-01-19T08:00:00Z;
;;;;36.58667,128.18591;;26.0;;2026-01-19T08:00:00Z;
;;;;37.284067,126.97989200000002;;15.0;;2026-01-19T08:00:00Z;
;;;;37.735582,127.040421;;4.0;;2026-01-19T08:00:00Z;
;;;;51.511403,-0.089336;;7.35;;2020-09-14T01:00:00Z;
;;;;37.549389,126.97151899999999;;13.0;;2024-04-12T22:00:00Z;
;;;;35.911047,128.59975899999998;;35.0;;2026-01-19T08:00:00Z;
;;;;50.653233999948775,6.2810079997441814;;4.183;;2026-01-19T05:00:00Z;
;;;;45.339,-118.095206;;6.3;;2016-09-12T20:00:00Z;
;;;;37.476221,126.86981000000002;;13.0;;2026-01-19T08:00:00Z;
;;;;35.325306000000005,129.178434;;16.0;;2025-07-30T00:00:00Z;
;;;;51.52188,-0.120434;;4.72;;2020-09-10T09:00:00Z;
;;;;35.846501999999994,127.062725;;10.0;;2026-01-19T08:00:00Z;
;;;;34.9903577,126.4762299;;7.0;;2026-01-19T08:00:00Z;
;;;;36.767778,127.605;;16.0;;2026-01-19T08:00:00Z;
;;;;36.782917,127.0145;;24.0;;2026-01-19T08:00:00Z;
;;;;37.390588,127.077838;;8.0;;2026-01-19T08:00:00Z;
;;;;35.869596,127.074632;;8.0;;2026-01-19T08:00:00Z;
;;;;37.3125964,127.81716860000002;;24.0;;2026-01-19T08:00:00Z;
;;;;37.572025,127.005028;;15.0;;2026-01-19T08:00:00Z;
;;;;35.438094,126.71279;;5.0;;2026-01-19T08:00:00Z;
;;;;35.860351,127.65442899999998;;12.0;;2024-07-11T16:00:00Z;
;;;;35.990702,128.418493;;34.0;;2026-01-19T08:00:00Z;
;;;;34.698747,125.192314;;9999.0;;2024-04-13T21:00:00Z;
;;;;25.35055556,82.97833333;;288.0;;2018-02-22T03:00:00Z;
;;;;35.1000281,126.8965634;;15.0;;2026-01-19T08:00:00Z;
;;;;41.087862,-81.541532;;11.7;;2023-07-27T14:00:00Z;
;;;;35.865276,128.640031;;9999.0;;2026-01-19T08:00:00Z;
;;;;33.48863,126.50005499999999;;15.0;;2026-01-19T08:00:00Z;
;;;;36.736315999999995,126.132168;;9999.0;;2026-01-19T08:00:00Z;
;;;;36.172773,127.77783899999999;;25.0;;2026-01-19T08:00:00Z;
;;;;36.993587999999995,126.358971;;31.0;;2026-01-19T08:00:00Z;
;;;;37.649034,126.675064;;7.0;;2026-01-19T08:00:00Z;
;;;;37.698671999999995,127.204729;;8.0;;2026-01-19T08:00:00Z;
;;;;35.959167,126.596692;;7.0;;2026-01-19T08:00:00Z;
;;;;35.233361,129.007694;;16.0;;2025-07-30T00:00:00Z;
;;;;35.985621,127.047468;;16.0;;2026-01-19T08:00:00Z;
;;;;47.197684,-120.958228;;0.0;;2020-08-29T20:00:00Z;
;;;;37.219282,126.94906200000001;;10.0;;2026-01-19T08:00:00Z;
;;;;37.65741500000001,127.067876;;19.0;;2026-01-19T08:00:00Z;
;;;;52.02315500013644,8.548362000390142;;15.799;;2026-01-19T05:00:00Z;
;;;;35.724299,126.734415;;8.0;;2026-01-19T08:00:00Z;
;;;;36.006021,129.41491;;43.0;;2026-01-19T08:00:00Z;
;;;;36.98556,126.746821;;10.0;;2026-01-19T08:00:00Z;
;;;;36.928577,127.6886158;;18.0;;2026-01-19T08:00:00Z;
;;;;37.668299999999995,126.7564;;2.0;;2026-01-19T08:00:00Z;
;;;;37.496975,127.48665900000002;;14.0;;2026-01-19T08:00:00Z;
;;;;35.9668107,129.40868049999997;;32.0;;2026-01-19T08:00:00Z;
;;;;35.90103,127.005272;;13.0;;2026-01-19T08:00:00Z;
;;;;36.62614,125.5579;;9999.0;;2026-01-19T08:00:00Z;
;;;;35.1708927,129.17416589999996;;22.0;;2026-01-19T08:00:00Z;
;;;;37.580842,127.226766;;17.0;;2026-01-19T08:00:00Z;
;;;;50.8459,5.71475;;-999.0;;2021-04-20T21:00:00Z;
;;;;35.610533,127.18621699999998;;9999.0;;2024-04-15T14:00:00Z;
;;;;40.786803,-81.394153;;7.4;;2026-01-19T08:00:00Z;
;;;;28.1322,113.01779999999998;;10.0;;2021-08-09T11:00:00Z;
;;;;34.947102,127.51857500000001;;9999.0;;2026-01-19T08:00:00Z;
;;;;37.60204099999999,126.661444;;14.0;;2026-01-19T08:00:00Z;
;;;;37.496332,126.643072;;10.0;;2026-01-19T08:00:00Z;
;;;;35.107926,129.08237600000004;;28.0;;2026-01-19T08:00:00Z;
;;;;37.65450859999999,126.7755571;;6.0;;2026-01-19T08:00:00Z;
;;;;36.784325,127.099992;;9.0;;2026-01-19T08:00:00Z;
;;;;36.839225,127.137578;;13.0;;2026-01-19T08:00:00Z;
;;;;35.912903,128.813758;;23.0;;2026-01-19T08:00:00Z;
;;;;37.033578,125.996225;;6.0;;2026-01-19T08:00:00Z;
;;;;35.20958000000001,128.97136709999998;;22.0;;2026-01-19T08:00:00Z;
;;;;34.881925,127.578783;;18.0;;2026-01-19T08:00:00Z;
;;;;39.77919,-121.59135;;16.0;;2023-07-12T20:00:00Z;
;;;;34.25239,-119.14317999999999;;5.0;;2026-01-19T08:00:00Z;
;;;;36.275495,126.911297;;13.0;;2026-01-19T08:00:00Z;
;;;;-27.4848,153.032;;5.3;;2021-12-09T00:00:00Z;
;;;;35.869104,128.711016;;34.0;;2026-01-19T08:00:00Z;
